Id	Cvs[1]	Cvs[2]	Cvs[3]	CvContent[1]	CvContent[2]	CvContent[3]
106105	106105	206105	306105	没有你在的日子，实在是太难熬了……	没有你在的日子，实在是太难熬了……	没有你在的日子，实在是太难熬了……
106106	106106	206106	306106	你回来了？幸好，我还没有离开。	你回来了？幸好，我还没有离开。	你回来了？幸好，我还没有离开。
106151	106151	206151	306151	上吧！	上吧！	上吧！
106152	106152	206152	306152	我可不会输！	我可不会输！	我可不会输！
106153	106153	206153	306153	战斗的话就交给我吧。	战斗的话就交给我吧。	战斗的话就交给我吧。
106154	106154	206154	306154	我要将你们全部粉碎成渣！	我要将你们全部粉碎成渣！	我要将你们全部粉碎成渣！
106155	106155	206155	306155	咳，不痛不痒！	咳，不痛不痒！	咳，不痛不痒！
106156	106156	206156	306156	糟……感觉有点支撑不住了……	糟……感觉有点支撑不住了……	糟……感觉有点支撑不住了……
106157	106157	206157	306157	这样……算是输了吧。	这样……算是输了吧。	这样……算是输了吧。
106158	106158	206158	306158	支援来啦！让我直接把他们粉碎掉！	支援来啦！让我直接把他们粉碎掉！	支援来啦！让我直接把他们粉碎掉！
106159	106159	206159	306159	好！上吧！	好！上吧！	好！上吧！
106160	106160	206160	306160	上吧！	上吧！	上吧！
106161	106161	206161	306161	我可不会输！	我可不会输！	我可不会输！
106162	106162	206162	306162	战斗的话就交给我吧。	战斗的话就交给我吧。	战斗的话就交给我吧。
106163	106163	206163	306163	我要将你们全部粉碎成渣！	我要将你们全部粉碎成渣！	我要将你们全部粉碎成渣！
106164	106164	206164	306164	咳，不痛不痒！	咳，不痛不痒！	咳，不痛不痒！
106165	106165	206165	306165	糟……感觉有点支撑不住了……	糟……感觉有点支撑不住了……	糟……感觉有点支撑不住了……
106166	106166	206166	306166	这样……算是输了吧。	这样……算是输了吧。	这样……算是输了吧。
106167	106167	206167	306167	支援来啦！让我直接把他们粉碎掉！	支援来啦！让我直接把他们粉碎掉！	支援来啦！让我直接把他们粉碎掉！
106168	106168	206168	306168	好！上吧！	好！上吧！	好！上吧！
106169	106169	206169	306169	哈！打的真爽快！	哈！打的真爽快！	哈！打的真爽快！
106107	106107	206107	306107	继续继续~不要停~！	继续继续~不要停~！	继续继续~不要停~！
106108	106108	206108	306108	嗯嗯嗯，我感受到力量在注入！	嗯嗯嗯，我感受到力量在注入！	嗯嗯嗯，我感受到力量在注入！
106109	106109	206109	306109	辛苦啦指挥官！我觉得我还有提升空间的！	辛苦啦指挥官！我觉得我还有提升空间的！	辛苦啦指挥官！我觉得我还有提升空间的！
106110	106110	206110	306110	嗯，不错~感觉更加强大啦！	嗯，不错~感觉更加强大啦！	嗯，不错~感觉更加强大啦！
106111	106111	206111	306111	哇！是新武器！一定可以所向披靡！	哇！是新武器！一定可以所向披靡！	哇！是新武器！一定可以所向披靡！
105001	105001	205001	305001	七实驾到！我可是最强的哦？	七实驾到！我可是最强的哦？	七实驾到！我可是最强的哦？
105002	105002	205002	305002	哎呀~	哎呀~	哎呀~
105003	105003	205003	305003	嗯哼~	嗯哼~	嗯哼~
105004	105004	205004	305004	哈哈哈~	哈哈哈~	哈哈哈~
105005	105005	205005	305005	喂！怎么这样！	喂！怎么这样！	喂！怎么这样！
105006	105006	205006	305006	隐藏的实力被揭露出来了！	隐藏的实力被揭露出来了！	隐藏的实力被揭露出来了！
105007	105007	205007	305007	嗯……你觉得这个对我有用哦？	嗯……你觉得这个对我有用哦？	嗯……你觉得这个对我有用哦？
105008	105008	205008	305008	你想的话，那我就稍微变强一些吧。	你想的话，那我就稍微变强一些吧。	你想的话，那我就稍微变强一些吧。
105009	105009	205009	305009	嗯嗯嗯，这样作战的时候就会更具破坏力了。	嗯嗯嗯，这样作战的时候就会更具破坏力了。	嗯嗯嗯，这样作战的时候就会更具破坏力了。
105010	105010	205010	305010	七实很高兴哦，虽然说我用根木棍也很强啦。	七实很高兴哦，虽然说我用根木棍也很强啦。	七实很高兴哦，虽然说我用根木棍也很强啦。
105011	105011	205011	305011	邮件到了！看看天上面的信息都是些啥呀。	邮件到了！看看天上面的信息都是些啥呀。	邮件到了！看看天上面的信息都是些啥呀。
105012	105012	205012	305012	在七实面前不存在敌人哦。	在七实面前不存在敌人哦。	在七实面前不存在敌人哦。
105013	105013	205013	305013	诶诶~让七实当队长吗！那就……全军突击！	诶诶~让七实当队长吗！那就……全军突击！	诶诶~让七实当队长吗！那就……全军突击！
105014	105014	205014	305014	任务已经完成咯！可以去领奖励啦！	任务已经完成咯！可以去领奖励啦！	任务已经完成咯！可以去领奖励啦！
105015	105015	205015	305015	探索结束会有发现，任务完成会有奖励~	探索结束会有发现，任务完成会有奖励~	探索结束会有发现，任务完成会有奖励~
105016	105016	205016	305016	早上好呀指挥官大人~人类那句古语怎么说来着？一日之计在于晨？	早上好呀指挥官大人~人类那句古语怎么说来着？一日之计在于晨？	早上好呀指挥官大人~人类那句古语怎么说来着？一日之计在于晨？
105017	105017	205017	305017	好羡慕你们人类可以随意吃东西呀，我也想尝尝那个叫草莓的水果！	好羡慕你们人类可以随意吃东西呀，我也想尝尝那个叫草莓的水果！	好羡慕你们人类可以随意吃东西呀，我也想尝尝那个叫草莓的水果！
105018	105018	205018	305018	听说人类要是不睡觉的话，会变成秃子？指挥官你可不要秃啊……虽然你秃了我也不会嫌弃啦~	听说人类要是不睡觉的话，会变成秃子？指挥官你可不要秃啊……虽然你秃了我也不会嫌弃啦~	听说人类要是不睡觉的话，会变成秃子？指挥官你可不要秃啊……虽然你秃了我也不会嫌弃啦~
105019	105019	205019	305019	想知道我的事？不行哦，现在你跟我的好感度还不够高！	想知道我的事？不行哦，现在你跟我的好感度还不够高！	想知道我的事？不行哦，现在你跟我的好感度还不够高！
105020	105020	205020	305020	灰鸦小队是七实第一个小队呢。	灰鸦小队是七实第一个小队呢。	灰鸦小队是七实第一个小队呢。
105021	105021	205021	305021	人类真的是很奇妙呢~要是可以的话真想好好研究研究你呢~	人类真的是很奇妙呢~要是可以的话真想好好研究研究你呢~	人类真的是很奇妙呢~要是可以的话真想好好研究研究你呢~
105022	105022	205022	305022	听说越是难搞定的人类，就会越想得到她……就像玫瑰虽然有刺，却也想摘下？是吗？指挥官。	听说越是难搞定的人类，就会越想得到她……就像玫瑰虽然有刺，却也想摘下？是吗？指挥官。	听说越是难搞定的人类，就会越想得到她……就像玫瑰虽然有刺，却也想摘下？是吗？指挥官。
105023	105023	205023	305023	我和其他人的不同哦？你多看看我不就能明白了。	我和其他人的不同哦？你多看看我不就能明白了。	我和其他人的不同哦？你多看看我不就能明白了。
105024	105024	205024	305024	可以啊，等到全部都结束的那天，我就让你抱抱吧。	可以啊，等到全部都结束的那天，我就让你抱抱吧。	可以啊，等到全部都结束的那天，我就让你抱抱吧。
105025	105025	205025	305025	研究人类是借口，实际我最想研究的就是你！	研究人类是借口，实际我最想研究的就是你！	研究人类是借口，实际我最想研究的就是你！
105026	105026	205026	305026	七实呢，或许会有一天突然就不见了说不定，所以，请你一定要记得我。	七实呢，或许会有一天突然就不见了说不定，所以，请你一定要记得我。	七实呢，或许会有一天突然就不见了说不定，所以，请你一定要记得我。
105027	105027	205027	305027	月色真美，嘻嘻。	月色真美，嘻嘻。	月色真美，嘻嘻。
105028	105028	205028	305028	哈哈~我就知道我们会很合拍~	哈哈~我就知道我们会很合拍~	哈哈~我就知道我们会很合拍~
105029	105029	205029	305029	嗯，人类在这个时候是说什么来着？齐心断金？	嗯，人类在这个时候是说什么来着？齐心断金？	嗯，人类在这个时候是说什么来着？齐心断金？
105030	105030	205030	305030	我还是第一次跟指挥官成为朋友呢~	我还是第一次跟指挥官成为朋友呢~	我还是第一次跟指挥官成为朋友呢~
105031	105031	205031	305031	嘿嘿，我们两个有这么要好吗~	嘿嘿，我们两个有这么要好吗~	嘿嘿，我们两个有这么要好吗~
105032	105032	205032	305032	总觉得和你在一起，我好像也变成人类了呢……	总觉得和你在一起，我好像也变成人类了呢……	总觉得和你在一起，我好像也变成人类了呢……
105033	105033	205033	305033	嘿嘿，我喜欢我们的距离哦~	嘿嘿，我喜欢我们的距离哦~	嘿嘿，我喜欢我们的距离哦~
105034	105034	205034	305034	你是我第一个这么亲近的人类，我也是你第一个如此亲近的构造体吧？	你是我第一个这么亲近的人类，我也是你第一个如此亲近的构造体吧？	你是我第一个这么亲近的人类，我也是你第一个如此亲近的构造体吧？
105035	105035	205035	305035	好感度lvmax！但我又没有庆祝这个机能……	好感度lvmax！但我又没有庆祝这个机能……	好感度lvmax！但我又没有庆祝这个机能……
105036	105036	205036	305036	瞧瞧我发现了什么~送给你啦！	瞧瞧我发现了什么~送给你啦！	瞧瞧我发现了什么~送给你啦！
105037	105037	205037	305037	这个我也挺喜欢的，就送给你啦~	这个我也挺喜欢的，就送给你啦~	这个我也挺喜欢的，就送给你啦~
105038	105038	205038	305038	我想看看你收到这个会是什么样的表情~	我想看看你收到这个会是什么样的表情~	我想看看你收到这个会是什么样的表情~
105039	105039	205039	305039	嘘，这是我特意找给你的！	嘘，这是我特意找给你的！	嘘，这是我特意找给你的！
105040	105040	205040	305040	指挥官~你是睡着了吗？	指挥官~你是睡着了吗？	指挥官~你是睡着了吗？
105041	105041	205041	305041	指挥官~你还在吗？	指挥官~你还在吗？	指挥官~你还在吗？
105042	105042	205042	305042	你好你好~请问我的小可爱还在线吗？	你好你好~请问我的小可爱还在线吗？	你好你好~请问我的小可爱还在线吗？
105043	105043	205043	305043	不要玩捉迷藏啦~看不到你我会心慌啦~	不要玩捉迷藏啦~看不到你我会心慌啦~	不要玩捉迷藏啦~看不到你我会心慌啦~
105044	105044	205044	305044	呜哇已经连接这么久啦？我认为你需要休息一下哦~	呜哇已经连接这么久啦？我认为你需要休息一下哦~	呜哇已经连接这么久啦？我认为你需要休息一下哦~
105045	105045	205045	305045	累不累呀？去休息一下吧~	累不累呀？去休息一下吧~	累不累呀？去休息一下吧~
105046	105046	205046	305046	意识连接太久对身体有伤害的，你快去休息一下再来！	意识连接太久对身体有伤害的，你快去休息一下再来！	意识连接太久对身体有伤害的，你快去休息一下再来！
105047	105047	205047	305047	意识连接太久会伤脑子哒，你变傻了我可怎么办呀~	意识连接太久会伤脑子哒，你变傻了我可怎么办呀~	意识连接太久会伤脑子哒，你变傻了我可怎么办呀~
105048	105048	205048	305048	你好呀指挥官大人！	你好呀指挥官大人！	你好呀指挥官大人！
105049	105049	205049	305049	唔姆，已经是工作时间了吗？	唔姆，已经是工作时间了吗？	唔姆，已经是工作时间了吗？
105050	105050	205050	305050	要不是能和你一起工作，我才不起这么早呢~	要不是能和你一起工作，我才不起这么早呢~	要不是能和你一起工作，我才不起这么早呢~
105051	105051	205051	305051	只要跟你一起，就算是工作我也会很开心呢！	只要跟你一起，就算是工作我也会很开心呢！	只要跟你一起，就算是工作我也会很开心呢！
105052	105052	205052	305052	你怎么这么久都没有回来呀？是七实做错什么了吗？	你怎么这么久都没有回来呀？是七实做错什么了吗？	你怎么这么久都没有回来呀？是七实做错什么了吗？
105053	105053	205053	305053	你回来啦？七实等了你很久呀……	你回来啦？七实等了你很久呀……	你回来啦？七实等了你很久呀……
105054	105054	205054	305054	我还以为你不会回来了……这次不要走了好不好？	我还以为你不会回来了……这次不要走了好不好？	我还以为你不会回来了……这次不要走了好不好？
105055	105055	205055	305055	你不在的日子，我好像体会到什么叫做难过和寂寞了……	你不在的日子，我好像体会到什么叫做难过和寂寞了……	你不在的日子，我好像体会到什么叫做难过和寂寞了……
105056	105056	205056	305056	哈哈哈哈好玩好玩！再来一次？	哈哈哈哈好玩好玩！再来一次？	哈哈哈哈好玩好玩！再来一次？
105057	105057	205057	305057	诶~你又想玩这个吗？	诶~你又想玩这个吗？	诶~你又想玩这个吗？
105058	105058	205058	305058	这个我都要玩腻了……	这个我都要玩腻了……	这个我都要玩腻了……
105059	105059	205059	305059	你真的很无聊诶~	你真的很无聊诶~	你真的很无聊诶~
105060	105060	205060	305060	咔——哔——	咔——哔——	咔——哔——
105061	105061	205061	305061	手断了不关我事哦！	手断了不关我事哦！	手断了不关我事哦！
105062	105062	205062	305062	我躲！诶！没躲开……	我躲！诶！没躲开……	我躲！诶！没躲开……
105063	105063	205063	305063	你戳你戳！以后就是我戳你了！	你戳你戳！以后就是我戳你了！	你戳你戳！以后就是我戳你了！
105064	105064	205064	305064	嘿~指挥官~活跃值满了哦！	嘿~指挥官~活跃值满了哦！	嘿~指挥官~活跃值满了哦！
105065	105065	205065	305065	哇！累死七实了！还好活下来了！	哇！累死七实了！还好活下来了！	哇！累死七实了！还好活下来了！
105066	105066	205066	305066	你们回来啦~辛苦！刚才好玩吗？	你们回来啦~辛苦！刚才好玩吗？	你们回来啦~辛苦！刚才好玩吗？
105067	105067	205067	305067	嗯？电力能源不足了哦？没办法进行下一场战斗了哦~	嗯？电力能源不足了哦？没办法进行下一场战斗了哦~	嗯？电力能源不足了哦？没办法进行下一场战斗了哦~
105068	105068	205068	305068	早安早安~七实向你问好啦！	早安早安~七实向你问好啦！	早安早安~七实向你问好啦！
105069	105069	205069	305069	不要总是在七实面前进食嘛！好想吃……	不要总是在七实面前进食嘛！好想吃……	不要总是在七实面前进食嘛！好想吃……
105070	105070	205070	305070	脱发是一种怎样的体验？其实七实也想体验一下呢~！	脱发是一种怎样的体验？其实七实也想体验一下呢~！	脱发是一种怎样的体验？其实七实也想体验一下呢~！
105071	105071	205071	305071	人类对于我来说是神秘的存在~那七实也想成为一个对于人类来说神秘的存在~	人类对于我来说是神秘的存在~那七实也想成为一个对于人类来说神秘的存在~	人类对于我来说是神秘的存在~那七实也想成为一个对于人类来说神秘的存在~
105072	105072	205072	305072	在灰鸦小队里能发现很多神奇的事呢！七实很喜欢灰鸦小队！	在灰鸦小队里能发现很多神奇的事呢！七实很喜欢灰鸦小队！	在灰鸦小队里能发现很多神奇的事呢！七实很喜欢灰鸦小队！
105073	105073	205073	305073	七实还是最喜欢人类了——！	七实还是最喜欢人类了——！	七实还是最喜欢人类了——！
105074	105074	205074	305074	人类总说求而不得才是最好的，你也这么认为吗？	人类总说求而不得才是最好的，你也这么认为吗？	人类总说求而不得才是最好的，你也这么认为吗？
105075	105075	205075	305075	我可是很独特的存在，指挥官想要得到我吗？	我可是很独特的存在，指挥官想要得到我吗？	我可是很独特的存在，指挥官想要得到我吗？
105076	105076	205076	305076	我会为了有一天能够真正触碰到你而努力的。	我会为了有一天能够真正触碰到你而努力的。	我会为了有一天能够真正触碰到你而努力的。
105077	105077	205077	305077	说来也奇怪，好像对人类的好奇与向往，最终都停留在了你的身上。	说来也奇怪，好像对人类的好奇与向往，最终都停留在了你的身上。	说来也奇怪，好像对人类的好奇与向往，最终都停留在了你的身上。
105078	105078	205078	305078	无论是构造体还是人类，都没有意义上的永存……那么指挥官，你愿意让我们彼此把对方刻在有限的生命之中吗？	无论是构造体还是人类，都没有意义上的永存……那么指挥官，你愿意让我们彼此把对方刻在有限的生命之中吗？	无论是构造体还是人类，都没有意义上的永存……那么指挥官，你愿意让我们彼此把对方刻在有限的生命之中吗？
105079	105079	205079	305079	我们的默契程度挺高嘛~	我们的默契程度挺高嘛~	我们的默契程度挺高嘛~
105080	105080	205080	305080	人类好像都很热衷于提高感情的亲密度？	人类好像都很热衷于提高感情的亲密度？	人类好像都很热衷于提高感情的亲密度？
105081	105081	205081	305081	想不到会有愿意和我们这么亲近的指挥官呢~	想不到会有愿意和我们这么亲近的指挥官呢~	想不到会有愿意和我们这么亲近的指挥官呢~
105082	105082	205082	305082	我记得人类有特殊的词语形容这样的关系，叫什么来着？朋友？还是恋人来着……？	我记得人类有特殊的词语形容这样的关系，叫什么来着？朋友？还是恋人来着……？	我记得人类有特殊的词语形容这样的关系，叫什么来着？朋友？还是恋人来着……？
105083	105083	205083	305083	和你在一起，我都快忘记自己是个构造体了呢……	和你在一起，我都快忘记自己是个构造体了呢……	和你在一起，我都快忘记自己是个构造体了呢……
105084	105084	205084	305084	啊啦，好像满级了喔？你是真的很喜欢我呢！	啊啦，好像满级了喔？你是真的很喜欢我呢！	啊啦，好像满级了喔？你是真的很喜欢我呢！
105085	105085	205085	305085	我想，有的感情可能是没有上限的~	我想，有的感情可能是没有上限的~	我想，有的感情可能是没有上限的~
105086	105086	205086	305086	这是我找到的！送给你吧？	这是我找到的！送给你吧？	这是我找到的！送给你吧？
105087	105087	205087	305087	送礼物有助于亲密度的上升~	送礼物有助于亲密度的上升~	送礼物有助于亲密度的上升~
105088	105088	205088	305088	我就知道你收到这个会开心的，嘿嘿~	我就知道你收到这个会开心的，嘿嘿~	我就知道你收到这个会开心的，嘿嘿~
105089	105089	205089	305089	七实亲手送出的礼物，绝对是超——珍贵的哦！	七实亲手送出的礼物，绝对是超——珍贵的哦！	七实亲手送出的礼物，绝对是超——珍贵的哦！
105090	105090	205090	305090	指挥官，工作时间请不要偷懒哦？	指挥官，工作时间请不要偷懒哦？	指挥官，工作时间请不要偷懒哦？
105091	105091	205091	305091	嗯？怎么突然之间人就不见啦？	嗯？怎么突然之间人就不见啦？	嗯？怎么突然之间人就不见啦？
105092	105092	205092	305092	喂喂~不理七实的后果可是很严重哦！	喂喂~不理七实的后果可是很严重哦！	喂喂~不理七实的后果可是很严重哦！
105093	105093	205093	305093	发、发生了什么？为什么你不理七实了……	发、发生了什么？为什么你不理七实了……	发、发生了什么？为什么你不理七实了……
105094	105094	205094	305094	意识连接已经很久了哦，要不去休息一下吧？	意识连接已经很久了哦，要不去休息一下吧？	意识连接已经很久了哦，要不去休息一下吧？
105095	105095	205095	305095	累垮自己可得不偿失啦！	累垮自己可得不偿失啦！	累垮自己可得不偿失啦！
105096	105096	205096	305096	你该去休息一下啦！太长时间的连接对身体很不好的啦！	你该去休息一下啦！太长时间的连接对身体很不好的啦！	你该去休息一下啦！太长时间的连接对身体很不好的啦！
105097	105097	205097	305097	你的脑袋里可是存放着关于我的重要回忆！要是坏掉了怎么办！快去休息啦！	你的脑袋里可是存放着关于我的重要回忆！要是坏掉了怎么办！快去休息啦！	你的脑袋里可是存放着关于我的重要回忆！要是坏掉了怎么办！快去休息啦！
105098	105098	205098	305098	早安喵！这是你们人类喜欢的打招呼方式吧？	早安喵！这是你们人类喜欢的打招呼方式吧？	早安喵！这是你们人类喜欢的打招呼方式吧？
105099	105099	205099	305099	指挥官来啦！马上就可以开工啦！	指挥官来啦！马上就可以开工啦！	指挥官来啦！马上就可以开工啦！
105100	105100	205100	305100	嘿嘿，我知道你今天又赖床了，对吧！	嘿嘿，我知道你今天又赖床了，对吧！	嘿嘿，我知道你今天又赖床了，对吧！
105101	105101	205101	305101	反正是跟你在一起，工作和约会就没两样啦！	反正是跟你在一起，工作和约会就没两样啦！	反正是跟你在一起，工作和约会就没两样啦！
105102	105102	205102	305102	你消失了好久哦……我还以为我们要换指挥官了……	你消失了好久哦……我还以为我们要换指挥官了……	你消失了好久哦……我还以为我们要换指挥官了……
105103	105103	205103	305103	是被什么问题绊住了吗？这么久都没有回来……	是被什么问题绊住了吗？这么久都没有回来……	是被什么问题绊住了吗？这么久都没有回来……
105104	105104	205104	305104	七实还以为把你弄丢了……	七实还以为把你弄丢了……	七实还以为把你弄丢了……
105151	105151	205151	305151	特立独行，天下无双！	特立独行，天下无双！	特立独行，天下无双！
105152	105152	205152	305152	对面人好多啊，要开派对吗？	对面人好多啊，要开派对吗？	对面人好多啊，要开派对吗？
105153	105153	205153	305153	好啊，全部解决掉吧。！	好啊，全部解决掉吧。！	好啊，全部解决掉吧。！
105154	105154	205154	305154	必杀技？那就天上天下唯我独尊霸王破吧！	必杀技？那就天上天下唯我独尊霸王破吧！	必杀技？那就天上天下唯我独尊霸王破吧！
105155	105155	205155	305155	哇啊——你把七实的衣服弄坏了！	哇啊——你把七实的衣服弄坏了！	哇啊——你把七实的衣服弄坏了！
105156	105156	205156	305156	指、指挥官 ……好像快要凉了耶……	指、指挥官 ……好像快要凉了耶……	指、指挥官 ……好像快要凉了耶……
105157	105157	205157	305157	死！死啦！	死！死啦！	死！死啦！
105158	105158	205158	305158	锵锵~是七实来也！	锵锵~是七实来也！	锵锵~是七实来也！
105159	105159	205159	305159	让我来！	让我来！	让我来！
105160	105160	205160	305160	特立独行，天下无双！	特立独行，天下无双！	特立独行，天下无双！
105161	105161	205161	305161	对面人好多啊，要开派对吗？	对面人好多啊，要开派对吗？	对面人好多啊，要开派对吗？
105162	105162	205162	305162	好啊，全部解决掉吧。！	好啊，全部解决掉吧。！	好啊，全部解决掉吧。！
105163	105163	205163	305163	必杀技？那就天上天下唯我独尊霸王破吧！	必杀技？那就天上天下唯我独尊霸王破吧！	必杀技？那就天上天下唯我独尊霸王破吧！
105164	105164	205164	305164	哇啊——你把七实的衣服弄坏了！	哇啊——你把七实的衣服弄坏了！	哇啊——你把七实的衣服弄坏了！
105165	105165	205165	305165	指、指挥官 ……好像快要凉了耶……	指、指挥官 ……好像快要凉了耶……	指、指挥官 ……好像快要凉了耶……
105166	105166	205166	305166	死！死啦！	死！死啦！	死！死啦！
105167	105167	205167	305167	锵锵~是七实来也！	锵锵~是七实来也！	锵锵~是七实来也！
105168	105168	205168	305168	让我来！	让我来！	让我来！
105169	105169	205169	305169	哇！累死七实了！还好活下来了！	哇！累死七实了！还好活下来了！	哇！累死七实了！还好活下来了！
105105	105105	205105	305105	隐藏的实力被揭露出来了！	隐藏的实力被揭露出来了！	隐藏的实力被揭露出来了！
105106	105106	205106	305106	嗯……你觉得这个对我有用哦？	嗯……你觉得这个对我有用哦？	嗯……你觉得这个对我有用哦？
105107	105107	205107	305107	你想的话，那我就稍微变强一些吧。	你想的话，那我就稍微变强一些吧。	你想的话，那我就稍微变强一些吧。
105108	105108	205108	305108	嗯嗯嗯，这样作战的时候就会更具破坏力了。	嗯嗯嗯，这样作战的时候就会更具破坏力了。	嗯嗯嗯，这样作战的时候就会更具破坏力了。
105109	105109	205109	305109	七实很高兴哦，虽然说我用根木棍也很强啦。	七实很高兴哦，虽然说我用根木棍也很强啦。	七实很高兴哦，虽然说我用根木棍也很强啦。
104001	104001	204001	304001	我是清理部队的队长比安卡……现在暂时与灰鸦小队一同行动。	我是清理部队的队长比安卡……现在暂时与灰鸦小队一同行动。	我是清理部队的队长比安卡……现在暂时与灰鸦小队一同行动。
104002	104002	204002	304002	我认为……	我认为……	我认为……
104003	104003	204003	304003	嗯	嗯	嗯
104004	104004	204004	304004	哈哈哈~	哈哈哈~	哈哈哈~
104005	104005	204005	304005	嗯？！	嗯？！	嗯？！
104006	104006	204006	304006	我还能变得更强……吗？	我还能变得更强……吗？	我还能变得更强……吗？
104007	104007	204007	304007	为了达成愿望，力量也是必要的。	为了达成愿望，力量也是必要的。	为了达成愿望，力量也是必要的。
104008	104008	204008	304008	在肃清部队可没有这个待遇。	在肃清部队可没有这个待遇。	在肃清部队可没有这个待遇。
104009	104009	204009	304009	熟能生巧，技能总归是要越熟练越好。	熟能生巧，技能总归是要越熟练越好。	熟能生巧，技能总归是要越熟练越好。
104010	104010	204010	304010	武器更新？谢谢指挥官阁下。	武器更新？谢谢指挥官阁下。	武器更新？谢谢指挥官阁下。
104011	104011	204011	304011	指挥官，有您的邮件。	指挥官，有您的邮件。	指挥官，有您的邮件。
104012	104012	204012	304012	比安卡为您效劳。	比安卡为您效劳。	比安卡为您效劳。
104013	104013	204013	304013	队长的工作我应该可以胜任。	队长的工作我应该可以胜任。	队长的工作我应该可以胜任。
104014	104014	204014	304014	任务已经完成，请记得去基地领取奖励。	任务已经完成，请记得去基地领取奖励。	任务已经完成，请记得去基地领取奖励。
104015	104015	204015	304015	对于您完美地完成任务这件事，伊甸发放了奖励，请记得领取。	对于您完美地完成任务这件事，伊甸发放了奖励，请记得领取。	对于您完美地完成任务这件事，伊甸发放了奖励，请记得领取。
104016	104016	204016	304016	早上好，指挥官阁下，请尽快开始这一天的工作。	早上好，指挥官阁下，请尽快开始这一天的工作。	早上好，指挥官阁下，请尽快开始这一天的工作。
104017	104017	204017	304017	到补充能量的时间了，指挥官阁下请按时补充。	到补充能量的时间了，指挥官阁下请按时补充。	到补充能量的时间了，指挥官阁下请按时补充。
104018	104018	204018	304018	我认为指挥官阁下需要在这个时间进行睡眠休整，还请不要过度操劳。	我认为指挥官阁下需要在这个时间进行睡眠休整，还请不要过度操劳。	我认为指挥官阁下需要在这个时间进行睡眠休整，还请不要过度操劳。
104019	104019	204019	304019	现在的我就像是灰鸦小队一员，以最普通的态度面对我就好。	现在的我就像是灰鸦小队一员，以最普通的态度面对我就好。	现在的我就像是灰鸦小队一员，以最普通的态度面对我就好。
104020	104020	204020	304020	信仰吗？这是不知不觉的东西，请别介意。	信仰吗？这是不知不觉的东西，请别介意。	信仰吗？这是不知不觉的东西，请别介意。
104021	104021	204021	304021	我会去做全部应做的事，因为那就是我相信的东西。	我会去做全部应做的事，因为那就是我相信的东西。	我会去做全部应做的事，因为那就是我相信的东西。
104022	104022	204022	304022	对不同的事，有不同的态度，我对不同的人，自然也有不同的面孔，您喜欢哪个呢？	对不同的事，有不同的态度，我对不同的人，自然也有不同的面孔，您喜欢哪个呢？	对不同的事，有不同的态度，我对不同的人，自然也有不同的面孔，您喜欢哪个呢？
104023	104023	204023	304023	您是唯一一个用独一无二来形容我的人。	您是唯一一个用独一无二来形容我的人。	您是唯一一个用独一无二来形容我的人。
104024	104024	204024	304024	我最喜欢的词语是相信，相信某人，某事，会让人觉得安心。	我最喜欢的词语是相信，相信某人，某事，会让人觉得安心。	我最喜欢的词语是相信，相信某人，某事，会让人觉得安心。
104025	104025	204025	304025	您也是我的信仰，指挥官。	您也是我的信仰，指挥官。	您也是我的信仰，指挥官。
104026	104026	204026	304026	以前，我是为了赎罪战斗，如今，是为了您所描绘的未来。	以前，我是为了赎罪战斗，如今，是为了您所描绘的未来。	以前，我是为了赎罪战斗，如今，是为了您所描绘的未来。
104027	104027	204027	304027	和队伍里的其他女性相比，我被赋予了更加成熟的性格……您……觉得如何呢？	和队伍里的其他女性相比，我被赋予了更加成熟的性格……您……觉得如何呢？	和队伍里的其他女性相比，我被赋予了更加成熟的性格……您……觉得如何呢？
104028	104028	204028	304028	和指挥官阁下共事，非常舒心。	和指挥官阁下共事，非常舒心。	和指挥官阁下共事，非常舒心。
104029	104029	204029	304029	嗯，和您相处得还算愉快。	嗯，和您相处得还算愉快。	嗯，和您相处得还算愉快。
104030	104030	204030	304030	和我关系如此亲密的指挥官，您是第一个。	和我关系如此亲密的指挥官，您是第一个。	和我关系如此亲密的指挥官，您是第一个。
104031	104031	204031	304031	就这么想和我打好关系吗？	就这么想和我打好关系吗？	就这么想和我打好关系吗？
104032	104032	204032	304032	如果是您的话，我很愿意。	如果是您的话，我很愿意。	如果是您的话，我很愿意。
104033	104033	204033	304033	直接地说，以后和我一起工作的话就别偷懒了哦？	直接地说，以后和我一起工作的话就别偷懒了哦？	直接地说，以后和我一起工作的话就别偷懒了哦？
104034	104034	204034	304034	以后会一直与指挥官在一起吧。	以后会一直与指挥官在一起吧。	以后会一直与指挥官在一起吧。
104035	104035	204035	304035	我喜欢您对我如此上心。	我喜欢您对我如此上心。	我喜欢您对我如此上心。
104036	104036	204036	304036	我认为您会用得上，就给您带回来了。	我认为您会用得上，就给您带回来了。	我认为您会用得上，就给您带回来了。
104037	104037	204037	304037	我觉得这个东西很有趣，所以带回来给您看看。	我觉得这个东西很有趣，所以带回来给您看看。	我觉得这个东西很有趣，所以带回来给您看看。
104038	104038	204038	304038	去探索部队拜访时看到了这个，您应该会喜欢。	去探索部队拜访时看到了这个，您应该会喜欢。	去探索部队拜访时看到了这个，您应该会喜欢。
104039	104039	204039	304039	嗯？您喜欢这个吗？	嗯？您喜欢这个吗？	嗯？您喜欢这个吗？
